Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceLog,LotFrontageLog,LotAreaLog,1stFlrSFLog,GrLivAreaLog,2ndFlrDummy,3SsnPorchDummy,AlleyDummy,EnclosedPorchDummy,FireplaceDummy,LowQualFinDummy,OpenPorchDummy,PoolDummy,ScreenPorchDummy,PorchDummy,BsmtDummy,DeckDummy,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,TotalSFLog,Total_sqr_footageLog,Total_porch_sfLog,TotalSFxOverallQual,GrLivAreaxOverallQual,BsmtFinSF1xOverallQual,LotAreaxOverallQual,TotalSFxLotArea
702,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1164.0,1164.0,GasA,TA,Y,SBrkr,1164,0,0,1164,0.0,0.0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1969.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,COD,Normal,140000.0,11.84939770159144,4.382026634673881,9.169518377455928,7.059617628291383,7.059617628291383,0,0,0,0,0,0,0,0,0,0,1,0,3938,2328.0,1164.0,1.5,0,2328.0,1164.0,0,16296.0,8148,0.0,67200,22348800.0
703,60,RL,82.0,12438,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1234.0,1234.0,GasA,Ex,Y,SBrkr,1264,1312,0,2576,0.0,0.0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,666.0,TA,TA,Y,324,100,0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,361919.0,12.799175708864519,4.406719247264253,9.428511581663834,7.142036574706803,7.853993087224244,1,0,0,0,1,0,1,0,0,1,1,1,4012,3810.0,2576.0,2.5,424,3810.0,2576.0,424,30480.0,20608,0.0,99504,47388780.0
704,190,RM,76.0,7630,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,360.0,360.0,GasA,Gd,Y,SBrkr,1032,780,0,1812,0.0,0.0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,1999.0,Unf,2.0,672.0,TA,TA,N,344,0,40,0,0,0,NA,MnPrv,NA,0,5,2010,WD,Normal,140000.0,11.84939770159144,4.330733340286331,8.939843124278502,6.939253946041508,7.502186486602924,1,0,0,1,1,0,0,0,0,1,1,1,3896,2172.0,1812.0,2.0,384,2172.0,1812.0,384,10860.0,9060,0.0,38150,16572360.0
705,20,RL,70.0,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712.0,Unf,0.0,761.0,1473.0,GasA,Ex,Y,SBrkr,1484,0,0,1484,1.0,0.0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2004.0,RFn,2.0,606.0,TA,TA,Y,0,35,0,144,0,0,NA,NA,NA,0,5,2010,WD,Normal,213000.0,12.269047444691562,4.248495242049359,9.035986984831405,7.302496423727326,7.302496423727326,0,1,0,0,0,0,1,0,0,1,1,0,4009,2957.0,2196.0,3.0,179,2957.0,2196.0,179,20699.0,10388,4984.0,58800,24838800.0
706,190,RM,70.0,5600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,Fa,N,SBrkr,372,720,0,1092,0.0,0.0,2,0,3,2,Fa,7,Mod,0,NA,NA,1947.0,NA,0.0,0.0,NA,NA,N,0,0,0,0,0,0,NA,NA,Othr,3500,7,2010,WD,Normal,55000.0,10.915088464214607,4.248495242049359,8.630521876723241,5.918893854273146,6.9957661563048505,1,0,0,0,0,0,0,0,0,0,0,0,3880,1092.0,1092.0,2.0,0,1092.0,1092.0,0,4368.0,4368,0.0,22400,6115200.0
707,20,RL,193.45799768587253,115149,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219.0,Unf,0.0,424.0,1643.0,GasA,TA,Y,SBrkr,1824,0,0,1824,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971.0,Unf,2.0,739.0,TA,TA,Y,380,48,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,302000.0,12.618182296357007,5.265060422684673,11.653982220886329,7.508787170634276,7.508787170634276,0,0,0,0,1,0,1,0,0,1,1,1,3973,3467.0,3043.0,3.0,428,3467.0,3043.0,428,24269.0,12768,8533.0,806043,399221583.0
708,120,RL,48.0,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863.0,Unf,0.0,461.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,1324,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2.0,550.0,TA,TA,Y,192,38,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,254000.0,12.445089546000673,3.871201010907891,8.738735461363474,7.188412736496954,7.188412736496954,0,0,0,0,1,0,1,0,0,1,1,1,4012,2648.0,2187.0,3.0,230,2648.0,2187.0,230,21184.0,10592,6904.0,49920,16523520.0
709,60,RL,65.0,9018,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,2.0,400.0,TA,TA,Y,100,24,0,0,0,0,NA,NA,NA,0,7,2007,New,Partial,179540.0,12.09815330331068,4.174387269895637,9.106977858981029,6.590301048196686,7.283448228756631,1,0,0,0,1,0,1,0,0,1,1,1,4014,2184.0,1456.0,2.5,124,2184.0,1456.0,124,15288.0,10192,0.0,63126,19695312.0
710,20,RL,61.603787755514816,7162,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,876.0,876.0,GasA,TA,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1966.0,Unf,1.0,408.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,12,2008,WD,Abnorml,109900.0,11.607326140391713,4.120723358186648,8.876544550558378,6.806829360392176,6.806829360392176,0,0,0,0,0,0,0,0,0,0,1,0,3932,1780.0,904.0,1.0,0,1780.0,904.0,0,8900.0,4520,0.0,35810,12748360.0
711,30,RL,56.0,4130,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,270.0,270.0,GasA,Gd,Y,SBrkr,729,0,0,729,0.0,0.0,1,0,2,1,TA,5,Maj2,0,NA,NA,1951.0,NA,0.0,0.0,NA,NA,N,0,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,52000.0,10.858998997563564,4.02535169073515,8.326032685955079,6.591673732008658,6.591673732008658,0,0,0,0,0,0,0,0,0,0,1,0,3938,999.0,729.0,1.0,0,999.0,729.0,0,2997.0,2187,0.0,12390,4125870.0
712,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0.0,Unf,0.0,859.0,859.0,GasA,Gd,Y,SBrkr,859,319,0,1178,0.0,0.0,1,0,2,1,TA,7,Typ,0,NA,Detchd,1964.0,RFn,1.0,384.0,TA,TA,N,68,0,98,0,0,0,NA,NA,NA,0,1,2010,WD,Abnorml,102776.0,11.540307141711446,4.189654742026425,9.072456664612796,6.755768921984255,7.071573364211532,1,0,1,1,0,0,0,0,0,1,1,1,3850,2037.0,1178.0,1.0,166,2037.0,1178.0,166,8148.0,4712,0.0,34848,17746344.0
713,120,RL,40.0,4671,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767.0,Unf,0.0,461.0,1228.0,GasA,Gd,Y,SBrkr,1228,0,0,1228,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2.0,472.0,TA,TA,Y,168,120,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,189000.0,12.14950229404178,3.6888794541139363,8.449128460502108,7.113142108707088,7.113142108707088,0,0,0,0,1,0,1,0,0,1,1,1,3977,2456.0,1995.0,3.0,288,2456.0,1995.0,288,19648.0,9824,6136.0,37368,11471976.0
714,190,RL,60.0,9873,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789.0,Unf,0.0,171.0,960.0,GasW,TA,N,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1970.0,Unf,2.0,576.0,TA,TA,Y,0,288,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,129000.0,11.76756768334381,4.0943445622221,9.19755903761145,6.866933284461882,6.866933284461882,0,0,0,0,0,0,1,0,0,1,1,0,3940,1920.0,1749.0,2.0,288,1920.0,1749.0,288,7680.0,3840,3156.0,39492,18956160.0
715,60,RL,84.23985657285573,13517,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,533.0,Unf,0.0,192.0,725.0,GasA,Ex,Y,SBrkr,725,754,0,1479,0.0,0.0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1976.0,RFn,2.0,475.0,TA,TA,Y,0,44,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,130500.0,11.779128505744886,4.433668165222843,9.511703431483827,6.586171654854675,7.2991214627108,1,0,0,0,0,0,1,0,0,1,1,0,3981,2204.0,2012.0,2.5,44,2204.0,2012.0,44,13224.0,8874,3198.0,81102,29791468.0
716,20,RL,78.0,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,TA,Y,SBrkr,1350,0,0,1350,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2.0,478.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2009,WD,Normal,165000.0,12.013700752882718,4.356708826689592,9.224243277145174,7.2078598714324755,7.2078598714324755,0,0,0,0,1,0,0,0,0,0,1,0,3948,2414.0,1350.0,2.0,0,2414.0,1350.0,0,14484.0,8100,0.0,60840,24477960.0
717,70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,718.0,718.0,GasA,Ex,Y,SBrkr,1576,978,0,2554,0.0,0.0,1,1,3,1,TA,8,Typ,0,NA,Detchd,1996.0,Unf,2.0,704.0,TA,TA,P,0,48,143,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,159500.0,11.979799201207037,4.0943445622221,9.287301413112312,7.362645270417825,7.845416036592485,1,0,1,1,0,0,1,0,0,1,1,0,3888,3272.0,2554.0,1.5,191,3272.0,2554.0,191,22904.0,17878,0.0,75600,35337600.0
718,20,RL,80.0,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084.0,Unf,0.0,92.0,1176.0,GasA,Gd,Y,SBrkr,1178,0,0,1178,0.0,1.0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2.0,439.0,TA,TA,Y,224,0,0,0,0,0,NA,MnPrv,NA,0,11,2008,WD,Normal,157000.0,11.964001084330445,4.382026634673881,9.210340371976184,7.071573364211532,7.071573364211532,0,0,0,0,1,0,0,0,0,0,1,1,3973,2354.0,2262.0,2.0,224,2354.0,2262.0,224,11770.0,5890,5420.0,50000,23540000.0
719,60,RL,96.0,10542,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173.0,Unf,0.0,138.0,1311.0,GasA,Ex,Y,SBrkr,1325,1093,0,2418,1.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3.0,983.0,TA,TA,Y,250,154,216,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,341000.0,12.739637756265655,4.564348191467836,9.263122557415151,7.1891677384203225,7.790696031174738,1,0,0,1,1,0,1,0,0,1,1,1,3987,3729.0,3591.0,3.5,620,3729.0,3591.0,620,26103.0,16926,8211.0,73794,39311118.0
720,20,RL,69.0,9920,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523.0,Unf,0.0,448.0,971.0,GasA,TA,Y,SBrkr,971,0,0,971,0.0,0.0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,128500.0,11.763684183317412,4.23410650459726,9.20230820027892,6.878326468291325,6.878326468291325,0,0,0,0,1,0,0,0,0,0,1,0,3938,1942.0,1494.0,1.5,0,1942.0,1494.0,0,9710.0,4855,2615.0,49600,19264640.0
721,120,RL,58.76280055148851,6563,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148.0,Unf,0.0,594.0,1742.0,GasA,TA,Y,SBrkr,1742,0,0,1742,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985.0,RFn,2.0,564.0,TA,TA,Y,114,28,234,0,0,0,NA,NA,NA,0,12,2006,WD,Normal,275000.0,12.524526376648708,4.073509011018956,8.789203094473724,7.462789157412448,7.462789157412448,0,0,0,1,1,0,1,0,0,1,1,1,3970,3484.0,2890.0,3.0,376,3484.0,2890.0,376,27872.0,13936,9184.0,52504,22865492.0
722,120,RM,46.69214910556457,4426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,0,NA,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,160,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,143000.0,11.870599909242044,3.8435760371710064,8.395251520610994,6.742880635791903,6.742880635791903,0,0,0,0,0,0,0,0,0,0,1,1,4008,1696.0,1510.0,2.0,160,1696.0,1510.0,160,10176.0,5088,3972.0,26556,7506496.0
723,20,RL,70.0,8120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191.0,Unf,0.0,673.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1994.0,Unf,2.0,463.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,124500.0,11.732060994886899,4.248495242049359,9.002085433155724,6.761572768804055,6.761572768804055,0,0,0,0,0,0,0,0,0,0,1,0,3940,1728.0,1055.0,1.0,0,1728.0,1055.0,0,6912.0,3456,764.0,32480,14031360.0
724,50,RL,60.0,8172,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Ex,Y,SBrkr,997,473,0,1470,0.0,0.0,2,0,4,1,TA,7,Typ,0,NA,Detchd,1958.0,Unf,1.0,548.0,TA,TA,Y,0,0,0,0,156,0,NA,NA,NA,0,5,2008,WD,Normal,135000.0,11.813030057420567,4.0943445622221,9.008468955937513,6.904750769961838,7.293017679772782,1,0,0,0,0,0,0,0,1,1,1,0,3926,2411.0,1470.0,2.0,156,2411.0,1470.0,156,9644.0,5880,0.0,32688,19702692.0
725,20,RL,86.0,13286,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0.0,464.0,1698.0,GasA,Ex,Y,SBrkr,1698,0,0,1698,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,768.0,TA,TA,Y,327,64,0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,320000.0,12.676076274775909,4.454347296253507,9.494466128225186,7.437206366871292,7.437206366871292,0,0,0,0,1,0,1,0,0,1,1,1,4015,3396.0,2932.0,3.0,391,3396.0,2932.0,391,30564.0,15282,11106.0,119574,45119256.0
726,20,RL,60.0,6960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375.0,BLQ,239.0,250.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1989.0,Unf,2.0,660.0,TA,TA,Y,96,0,0,0,0,0,NA,NA,Shed,500,11,2009,WD,Normal,120500.0,11.699405031912846,4.0943445622221,8.847934753328465,6.761572768804055,6.761572768804055,0,0,0,0,0,0,0,0,0,0,1,1,3940,1728.0,1478.0,1.0,96,1728.0,1478.0,96,6912.0,3456,1500.0,27840,12026880.0
727,20,RL,103.5980634052274,21695,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808.0,Unf,0.0,72.0,880.0,GasA,Ex,Y,SBrkr,1680,0,0,1680,1.0,0.0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2.0,540.0,TA,TA,Y,292,44,0,182,0,0,NA,NA,NA,0,12,2009,WD,Normal,222000.0,12.310432660854417,4.640518636650931,9.98483709823245,7.426549072397305,7.426549072397305,0,1,0,0,1,0,1,0,0,1,1,1,3995,2560.0,2488.0,3.0,518,2560.0,2488.0,518,15360.0,10080,4848.0,130170,55539200.0
728,20,RL,64.0,7314,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0.0,508.0,1232.0,GasA,Ex,Y,SBrkr,1232,0,0,1232,1.0,0.0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2007.0,RFn,2.0,632.0,TA,TA,Y,132,0,0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,194500.0,12.178187442040638,4.1588830833596715,8.897545598709327,7.116394144093465,7.116394144093465,0,0,0,0,0,0,0,0,0,0,1,1,4014,2464.0,1956.0,3.0,132,2464.0,1956.0,132,17248.0,8624,5068.0,51198,18021696.0
729,90,RL,85.0,11475,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,Y,SBrkr,1776,0,0,1776,1.0,0.0,2,0,4,2,TA,9,Typ,0,NA,Detchd,1968.0,Unf,3.0,888.0,TA,TA,Y,0,25,0,0,0,0,NA,NA,NA,0,7,2009,COD,Abnorml,110000.0,11.608235644774552,4.442651256490317,9.347926034928745,7.4821189235521155,7.4821189235521155,0,0,0,0,0,0,1,0,0,1,1,0,3916,3360.0,1776.0,3.0,25,3360.0,1776.0,25,16800.0,8880,0.0,57375,38556000.0
730,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152.0,Unf,0.0,628.0,780.0,GasA,TA,Y,FuseA,848,0,360,1208,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1962.0,Unf,2.0,539.0,TA,TA,Y,0,23,112,0,0,0,NA,NA,NA,0,1,2009,WD,Normal,103000.0,11.542484267211773,3.9512437185814275,8.738735461363474,6.742880635791903,7.0967213784947605,0,0,1,1,0,1,1,0,0,1,1,0,3875,1628.0,1000.0,1.0,135,1628.0,1000.0,135,6512.0,4832,608.0,24960,10158720.0
731,120,RL,39.0,5389,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.0,Unf,0.0,415.0,1595.0,GasA,Ex,Y,SBrkr,1616,0,0,1616,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2.0,608.0,TA,TA,Y,237,152,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,236500.0,12.373703486914124,3.6635616461296463,8.592115117933497,7.38770923908104,7.38770923908104,0,0,0,0,1,0,1,0,0,1,1,1,3991,3211.0,2796.0,3.0,389,3211.0,2796.0,389,25688.0,12928,9440.0,43112,17304079.0
732,80,RL,73.0,9590,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786.0,Unf,0.0,82.0,868.0,GasA,Ex,Y,SBrkr,1146,0,0,1146,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003.0,Fin,2.0,438.0,TA,TA,Y,160,22,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,187500.0,12.141534124392603,4.290459441148391,9.168476167877484,7.044032897274685,7.044032897274685,0,0,0,0,1,0,1,0,0,1,1,1,4006,2014.0,1932.0,3.0,182,2014.0,1932.0,182,14098.0,8022,5502.0,67130,19314260.0
733,60,RL,75.0,11404,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252.0,Unf,0.0,901.0,1153.0,GasA,Ex,Y,SBrkr,1153,878,0,2031,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2.0,541.0,TA,TA,Y,192,84,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,222500.0,12.312682380588432,4.31748811353631,9.341719450032562,7.050122520269059,7.616283561580385,1,0,0,0,1,0,1,0,0,1,1,1,3997,3184.0,2283.0,2.5,276,3184.0,2283.0,276,22288.0,14217,1764.0,79828,36310336.0
734,20,RL,80.0,10000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,270.0,864.0,GasA,Ex,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1.0,264.0,TA,TA,Y,165,0,0,0,0,0,NA,GdWo,Shed,400,3,2009,WD,Normal,131400.0,11.786001385032646,4.382026634673881,9.210340371976184,7.042286171939743,7.042286171939743,0,0,0,0,1,0,0,0,0,0,1,1,3944,2008.0,1738.0,2.0,165,2008.0,1738.0,165,10040.0,5720,2970.0,50000,20080000.0
